date,product,category,branch,region,customer_id,quantity,unit_price,revenue,cost
2025-08-02,Campfire Spring Chef Prolix Instant Portable Water Heater Geyser 1Ltr. for Use Home Stainless Steel Baking Rack | Restaurant | Office | Labs | Clinics | Saloon | with Installation ,Home & Kitchen,Bhubaneswar,East,AEILGA3FG3TQAYO3EITLHUVI6MCA,2,1499.0,2998.0,1995.44
2025-08-03,"Duracell Micro USB 3A Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). Supports QC 2.0/3.0 Charging, High Speed Data Transmission - Black",Computers & Accessories,Kolkata,East,AG5HTSFRRE6NL3M5SGCUQBP7YSCA,3,320.0,960.0,604.91
2025-08-03,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",Computers & Accessories,Bengaluru,South,AH3LHRL5P4YAVOQQCH72G2PJFXSA,2,299.0,598.0,377.88
2025-08-03,"Philips HL7756/00 Mixer Grinder, 750W, 3 Jars (Black)",Home & Kitchen,Gurugram,North,AG6I6TM63SHK4H2BFN4VQREFP6TA,3,3699.0,11097.0,6729.94
2025-08-03,"Samsung EVO Plus 64GB microSDXC UHS-I U1 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC64KA), Blue",Electronics,Gurugram,North,AELXR5NQFM7D6VMAQLQ75LZKBRQA,3,599.0,1797.0,1088.5
2025-08-03,"Butterfly Smart Mixer Grinder, 750W, 4 Jars (Grey)",Home & Kitchen,Mumbai,West,AFXPWPSO5PFTCR2QYR6VWGBSB2QQ,1,3199.0,3199.0,1974.89
2025-08-03,"Bulfyss USB Rechargeable Lint Remover Fabric Shaver Pet Hair Remover, Effectively and Quickly Remove Fuzz for Clothes, Sweater, Couch, Sofa, Blanket, Curtain, Wool, Cashmere (Grey,",Home & Kitchen,Gurugram,North,AEHNATRKVLZZ3X2QKTLTSJN5SOXQ,1,1099.0,1099.0,631.94
2025-08-03,"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters)",Computers & Accessories,Pune,West,AGBX233C7B7D7YZEL7ZLFWMQKFDQ,1,199.0,199.0,138.39
2025-08-03,"LUNAGARIYA®, Protective Case Compatible with JIO Settop Box Remote Control,PU Leather Cover Holder (Before Placing Order,Please Compare The Dimensions of The Product with Your Remo",Electronics,Bengaluru,South,AHM35ZOWV3MFJWNPDZOGEEHDWCJQ,2,247.0,494.0,309.63
2025-08-03,KENT 16051 Hand Blender 300 W | 5 Variable Speed Control | Multiple Beaters & Dough Hooks | Turbo Function,Home & Kitchen,Mumbai,West,AHESRTFWPTZDAFJBW47UFMLQLEMA,1,1745.0,1745.0,1144.82
2025-08-03,"SanDisk 1TB Extreme Portable SSD 1050MB/s R, 1000MB/s W,Upto 2 Meter Drop Protection with IP55 Water/dust Resistance, HW Encryption, PC,MAC & TypeC Smartphone Compatible, 5Y Warran",Computers & Accessories,Hyderabad,South,AEOF6N7C4GZTUUR3VXU577V4K2XQ,2,10389.0,20778.0,14614.44
2025-08-03,"AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal Computer, Printer- 6 Feet (1.8 Meters), Black",Computers & Accessories,Mumbai,West,AEQIJCPWSBCDKUO5VROXXHWX3PPA,1,209.0,209.0,136.15
2025-08-03,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Bla",Computers & Accessories,Delhi,North,AEMQXD272M5OGFOTZDB3PBM2KSWA,2,199.0,398.0,240.6
2025-08-03,"Noise Pulse Go Buzz Smart Watch Bluetooth Calling with 1.69"" Display, 550 NITS, 150+ Cloud Watch Face, SPo2, Heart Rate Tracking, 100 Sports Mode with Auto Detection, Longer Batter",Electronics,Delhi,North,AH3DPBR7M2QD4UAT3SOYSFP4WTAQ,2,1999.0,3998.0,2766.11
2025-08-04,Amozo Ultra Hybrid Camera and Drop Protection Back Cover Case for iPhone 13 (TPU + Polycarbonate | Crystal Transparent),Electronics,Hyderabad,South,AH53RLKODGV2UFIZLUG6BMHDDZNA,1,279.0,279.0,186.48
2025-08-04,"AmazonBasics 3.5mm to 2-Male RCA Adapter Cable For Tablet, Smartphone (Black, 15 feet)",Electronics,Pune,West,AFV56MGUGR7UTIGTA35IS5TUVXHA,3,489.0,1467.0,929.46
2025-08-04,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers & Accessories,Pune,West,AGWIGDEMFIIUAOXYY2QATNBSUGHA,1,299.0,299.0,199.19
2025-08-04,"boAt Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback, 8MM Drivers, Battery Indicators, Lightweight Earbuds & Multifunction Controls (Active Black, with Mic)",Electronics,Ahmedabad,West,AGJ2XZ2PPFHMYQ54KPSUGDLHTOIA,1,1299.0,1299.0,729.81
2025-08-04,"OnePlus Nord 2T 5G (Jade Fog, 8GB RAM, 128GB Storage)",Electronics,Chennai,South,AHWISRUJUCJG6UH4FFVSPKDJS2BQ,1,28999.0,28999.0,21331.42
2025-08-04,"boAt Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback, 8MM Drivers, Battery Indicators, Lightweight Earbuds & Multifunction Controls (Active Black, with Mic)",Electronics,Bengaluru,South,AGACS7BZV5ZPI2NOFQUC4S6LVZGA,3,1299.0,3897.0,2189.43
2025-08-04,"Redmi 9A Sport (Coral Green, 2GB RAM, 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery",Electronics,Jaipur,North,AGNNZL2OXJSOP4LC4PWWYSTCZAAA,1,6499.0,6499.0,3976.65
2025-08-04,USHA EI 1602 1000 W Lightweight Dry Iron with Non-Stick Soleplate (Multi-colour),Home & Kitchen,Pune,West,AHZTLZNYRSIEOCNNYMQCXWTWA62Q,1,616.0,616.0,371.89
2025-08-04,"boAt Wave Lite Smartwatch with 1.69"" HD Display, Sleek Metal Body, HR & SpO2 Level Monitor, 140+ Watch Faces, Activity Tracker, Multiple Sports Modes, IP68 & 7 Days Battery Life(Ac",Electronics,Delhi,North,AFU64BXF4ADZXV2SSZXAAAVLB7OQ,2,1499.0,2998.0,2128.34
2025-08-04,"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(P",Electronics,Chennai,South,AHL5MROK5N63VXVBMKVZJ3GNB7ZQ,1,2999.0,2999.0,1984.22
2025-08-04,"FEDUS Cat6 Ethernet Cable, 10 Meter High Speed 550MHZ / 10 Gigabit Speed UTP LAN Cable, Network Cable Internet Cable RJ45 Cable LAN Wire, Patch Computer Cord Gigabit Category 6 Wir",Computers & Accessories,Ahmedabad,West,AHIKFQ5VP6QGYQK3GJICMV4U7ULA,2,287.0,574.0,345.51
2025-08-04,"Esquire Laundry Basket Brown, 50 Ltr Capacity(Plastic)",Home & Kitchen,Delhi,North,AFWREBMJRX47V7TJD5E7VUBKZY3Q,4,950.0,3800.0,2481.34
2025-08-04,"Amazon Basics High-Speed HDMI Cable, 6 Feet - Supports Ethernet, 3D, 4K video,Black",Electronics,Chennai,South,AEQIJCPWSBCDKUO5VROXXHWX3PPA,1,309.0,309.0,198.09
2025-08-05,"iQOO Z6 Pro 5G by vivo (Legion Sky, 8GB RAM, 128GB Storage) | Snapdragon 778G 5G | 66W FlashCharge | 1300 nits Peak Brightness | HDR10+",Electronics,Ahmedabad,West,AFA332YHUPB6I7KMME7SOFX5RKQQ,2,20999.0,41998.0,30305.49
2025-08-05,"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(P",Electronics,Bengaluru,South,AGDPIWXL6XEBCXAGBYTER5S2JZ4Q,1,2999.0,2999.0,1984.22
2025-08-05,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",Electronics,Bhubaneswar,East,AEHFMY2XIP7P3MZV6KHQVLCFKWBQ,1,1220.0,1220.0,923.53
2025-08-05,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes, HR, Sp",Electronics,Mumbai,West,AGDD5ACY3AGTMTVBQOC3DMUR6REA,2,1999.0,3998.0,2724.87
2025-08-05,"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240*240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating",Electronics,Mumbai,West,AGQ2RWOECSEFEQMIGE7VTXP65OKQ,2,1998.0,3996.0,2538.08
2025-08-05,"POCO C31 (Royal Blue, 64 GB) (4 GB RAM)",Electronics,Gurugram,North,AHJCD4A5IUH54M6QRKEW4LUHVJ2A,1,8499.0,8499.0,6506.81
2025-08-05,AmazonBasics USB Type-C to USB Type-C 2.0 Cable - 3 Feet Laptop (0.9 Meters) - White,Computers & Accessories,Pune,West,AGCBWB4YSTCDFAERTYIJ52KVW6EQ,1,329.0,329.0,249.62
2025-08-05,"Lifelong LLMG23 Power Pro 500-Watt Mixer Grinder with 3 Jars (Liquidizing, Wet Grinding and Chutney Jar), Stainless Steel blades, 1 Year Warranty (Black)",Home & Kitchen,Mumbai,West,AGOJAM5G7KHARFVDHTRDFHZGR2IA,2,1299.0,2598.0,1609.77
2025-08-05,"Noise ColorFit Ultra 2 Buzz 1.78"" AMOLED Bluetooth Calling Watch with 368*448px Always On Display, Premium Metallic Finish, 100+ Watch Faces, 100+ Sports Modes, Health Suite (Jet B",Electronics,Bengaluru,South,AEJVKFNPY3U6JF4OWLCJ2XMZNFWQ,2,3999.0,7998.0,5521.21
2025-08-05,"Prestige Sandwich Maker PGMFD 01, Black",Home & Kitchen,Kolkata,East,AGKNIH5C6WURF7GXXLBVS4HCEWHA,1,1299.0,1299.0,778.06
2025-08-05,"realme Buds Wireless in Ear Bluetooth Earphones with mic, 11.2mm Bass Boost Driver, Magnetic Fast Pair, Fast Charging and 12 Hrs Playtime (Yellow)",Electronics,Hyderabad,South,AG72D7R72T2BX46FLNTAPNAVHNJQ,1,1679.0,1679.0,1217.48
2025-08-05,"Croma 80 cm (32 Inches) HD Ready LED TV (CREL7369, Black) (2021 Model)",Electronics,Delhi,North,AFCMYWUZMOK6KHPFLL4DTRV2KHWA,2,7390.0,14780.0,8445.77
2025-08-05,"TP-Link Nano AC600 USB Wi-Fi Adapter(Archer T2U Nano)- 2.4G/5G Dual Band Wireless Network Adapter for PC Desktop Laptop, Mini Travel Size, Supports Windows 11,10, 8.1, 8, 7, XP/Mac",Computers & Accessories,Gurugram,North,AHFTFGF2YB5ZEUB3NC3KOBGZBG5Q,2,999.0,1998.0,1448.94
2025-08-05,"SanDisk Ultra Flair 64GB USB 3.0 Pen Drive, Multicolor",Computers & Accessories,Hyderabad,South,AGBITVO2DOMNZU6DB4QF2WXXELLA,1,519.0,519.0,308.66
2025-08-05,"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(P",Electronics,Hyderabad,South,AGBF4IFXPQPS3KTL2RET4NAYKSZA,3,2999.0,8997.0,5610.99
2025-08-05,"Wayona Nylon Braided 2M / 6Ft Fast Charge Usb To Lightning Data Sync And Charging Cable For Iphone, Ipad Tablet (6 Ft Pack Of 1, Grey)",Computers & Accessories,Ahmedabad,West,AFC3FFC5PKFF5PMA52S3VCHOZ5FQ,1,449.0,449.0,348.26
2025-08-05,boAt Bassheads 152 in Ear Wired Earphones with Mic(Active Black),Electronics,Delhi,North,AHTP6VRCDVSOFKPWMXJLFWKU2VJQ,1,449.0,449.0,349.59
2025-08-05,"BlueRigger High Speed HDMI Cable with Ethernet - Supports 3D, 4K 60Hz and Audio Return - Latest Version (3 Feet / 0.9 Meter)",Electronics,Jaipur,North,AGOYWHMRBO7PSZ7ZPV3UH243H6AA,3,467.0,1401.0,848.36
2025-08-06,"PTron Tangentbeat in-Ear Bluetooth 5.0 Wireless Headphones with Mic, Enhanced Bass, 10mm Drivers, Clear Calls, Snug-Fit, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wirele",Electronics,Bengaluru,South,AEOT3342QESRJ6Y53VNRADPFKTXA,1,599.0,599.0,329.61
2025-08-06,Havells Ambrose 1200mm Ceiling Fan (Gold Mist Wood),Home & Kitchen,Bengaluru,South,AF7V2H3X3WZZAGQN57IMDJUMWJFQ,2,2199.0,4398.0,3273.76
2025-08-06,"Portronics Konnect L 1.2Mtr, Fast Charging 3A Micro USB Cable with Charge & Sync Function (Grey)",Computers & Accessories,Mumbai,West,AH62QNZEYJYC6LNXAJ4BXL6JZZEQ,1,154.0,154.0,111.58
2025-08-06,Racold Pronto Pro 3Litres 3KW Vertical Instant Water Heater (Geyser),Home & Kitchen,Gurugram,North,AFO7RG5625GORMOYYYTBYXYCUDHA,2,2949.0,5898.0,3468.02
2025-08-06,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes, HR, Sp",Electronics,Kolkata,East,AHPYDFW6Y3FIQGD2RJPBFF5QNVRQ,1,1999.0,1999.0,1430.23
2025-08-06,Logitech H111 Wired On Ear Headphones With Mic Black,Electronics,Pune,West,AFF4VJIKK6EL5VW7Z7QZGE2JAG6Q,2,745.0,1490.0,860.72
2025-08-06,TP-link N300 WiFi Wireless Router TL-WR845N | 300Mbps Wi-Fi Speed | Three 5dBi high gain Antennas | IPv6 Compatible | AP/RE/WISP Mode | Parental Control | Guest Network,Computers & Accessories,Ahmedabad,West,AHVPAXEWPATRASBKHOBI2I3VRLGQ,1,1149.0,1149.0,638.47
2025-08-06,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Electronics,Jaipur,North,AE3D5CJ2GDUP5SQ3AAYMVAGDTX7A,1,219.0,219.0,168.5
2025-08-06,Borosil Prime Grill Sandwich Maker (Grey),Home & Kitchen,Hyderabad,South,AED36GWWMN3IDN6MHKBLYHYCTTYQ,1,1928.0,1928.0,1133.22
2025-08-06,"Amazon Basics HDMI Coupler,Black",Electronics,Hyderabad,South,AESNQRQGPFRFF3MIKZ6HWY3Z5XPQ,1,209.0,209.0,127.09
2025-08-06,Noise ColorFit Pro 2 Full Touch Control Smart Watch with 35g Weight & Upgraded LCD Display (Deep Wine),Electronics,Chennai,South,AEFZB452E6G2IGBYI3RXU7C5QGTA,1,1499.0,1499.0,1145.19
2025-08-06,"JBL Commercial CSLM20B Auxiliary Omnidirectional Lavalier Microphone with Battery for Content Creation, Voiceover/Dubbing, Recording (Black,Small)",Computers & Accessories,Delhi,North,AELTGGPWKKSTSM7K75CTYV6PIM5Q,1,949.0,949.0,619.66
2025-08-06,"Boult Audio Probass Curve Bluetooth Wireless in Ear Earphones with Mic with Ipx5 Water Resistant, 12H Battery Life & Extra Bass (Black)",Electronics,Gurugram,North,AF2NVFDYXGX2BT7EPAUN7WYN3TDQ,1,899.0,899.0,668.16
2025-08-06,"TP-Link Archer AC1200 Archer C6 Wi-Fi Speed Up to 867 Mbps/5 GHz + 400 Mbps/2.4 GHz, 5 Gigabit Ports, 4 External Antennas, MU-MIMO, Dual Band, WiFi Coverage with Access Point Mode,",Computers & Accessories,Bengaluru,South,AGX46OTZ7C4VDXH4UA7ZAZIZUMYQ,3,2499.0,7497.0,4369.93
2025-08-06,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.",Computers & Accessories,Ahmedabad,West,AHHQEKUNVETALN7DTRHUQ2WAWEKQ,2,649.0,1298.0,915.0
2025-08-06,GIZGA Club-laptop Neoprene Reversible for 15.6-inches Laptop Sleeve - Black-Red,Computers & Accessories,Ahmedabad,West,AH6SYTU35PM6FS3MYCMZE2HUHX5Q,2,249.0,498.0,367.17
2025-08-07,"Wayona Nylon Braided 2M / 6Ft Fast Charge Usb To Lightning Data Sync And Charging Cable For Iphone, Ipad Tablet (6 Ft Pack Of 1, Grey)",Computers & Accessories,Bengaluru,South,AGYHHIERNXKA6P5T7CZLXKVPT7IQ,1,449.0,449.0,348.26
2025-08-07,"Redmi Note 11T 5G (Aquamarine Blue, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers| Get 2 Months of YouTube Premium F",Electronics,Hyderabad,South,AEE6AOZ236TYFSCLGHGXIIG2SFUQ,1,16999.0,16999.0,11852.87
2025-08-07,"Logitech G102 USB Light Sync Gaming Mouse with Customizable RGB Lighting, 6 Programmable Buttons, Gaming Grade Sensor, 8K DPI Tracking, 16.8mn Color, Light Weight - Black",Computers & Accessories,Chennai,South,AFSN5W54IFWZYEVIOUNU7NYT7ZLA,1,1495.0,1495.0,946.41
2025-08-07,"Boult Audio Truebuds with 30H Playtime, IPX7 Waterproof, Lightning Boult™ Type C Fast Charging (10 Min=100Mins), BoomX™ Tech Rich Bass, Pro+ Calling HD Mic, Touch Controls in Ear E",Electronics,Jaipur,North,AFNB6YVNGE6IT3AWQVSIG2TJ5L3Q,1,1199.0,1199.0,675.77
2025-08-07,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black),Electronics,Delhi,North,AF5BU6DZ446HN4DTCO7W7AWXBJBA,1,13999.0,13999.0,8770.52
2025-08-07,Boya ByM1 Auxiliary Omnidirectional Lavalier Condenser Microphone with 20ft Audio Cable (Black),Musical Instruments,Bengaluru,South,AHB43CZ4RHLJ5S6CBOWX6MEI7J4Q,1,798.0,798.0,445.65
2025-08-07,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets, Laptops & other Type C devices, PD Technology, 480Mbps Data Sync, Quick Charge 3.0 (R",Computers & Accessories,Gurugram,North,AHEBPCKZFBKQMB6FXQLRP72OG4ZQ,1,199.0,199.0,118.0
2025-08-07,MI Power Bank 3i 20000mAh Lithium Polymer 18W Fast Power Delivery Charging | Input- Type C | Micro USB| Triple Output | Sandstone Black,Electronics,Bengaluru,South,AG3SQH676VN5EH4NDNGVVLML6RZQ,1,2049.0,2049.0,1530.96
2025-08-07,"Noise ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring & IP68 Waterproof (J",Electronics,Mumbai,West,AGGTMAPT4WBWP2C62I6CGW22QNCA,2,1599.0,3198.0,2326.11
2025-08-07,"FEDUS Cat6 Ethernet Cable, 10 Meter High Speed 550MHZ / 10 Gigabit Speed UTP LAN Cable, Network Cable Internet Cable RJ45 Cable LAN Wire, Patch Computer Cord Gigabit Category 6 Wir",Computers & Accessories,Delhi,North,AGFSOG7QWOQRQTDVWUVK4WPOPHSA,2,287.0,574.0,345.51
2025-08-07,"10WeRun Id-116 Bluetooth Smartwatch Wireless Fitness Band for Boys, Girls, Men, Women & Kids | Sports Gym Watch for All Smart Phones I Heart Rate and spo2 Monitor",Electronics,Gurugram,North,AEN3AIBIBGI7VSC6DSJBWDF2CHKA,1,499.0,499.0,380.8
2025-08-07,"Bajaj Majesty DX-11 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White and Blue",Home & Kitchen,Mumbai,West,AHWC6QG7WU35GLKYM6XTOTHAXCIQ,1,599.0,599.0,339.56
2025-08-07,"Samsung EVO Plus 128GB microSDXC UHS-I U3 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC128KA), Blue",Electronics,Pune,West,AGFSVYPXDMWJWF53N4TWY3SNOA2A,2,1149.0,2298.0,1762.19
2025-08-07,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Charcoal",Electronics,Pune,West,AFHS33MWRQGSS64EETZJGCBWXXXA,1,1299.0,1299.0,809.12
2025-08-07,"KINGONE Upgraded Stylus Pen, iPad Pencil, Ultra High Precision & Sensitivity, Palm Rejection, Prevents False ON/Off Touch, Power Display, Tilt Sensitivity, Magnetic Adsorption for ",Electronics,Mumbai,West,AHPP7A2M3LU7BWBZVIWXBNIVAPNA,4,2099.0,8396.0,5786.93
2025-08-08,Qubo Smart Cam 360 from Hero Group | Made in India | 2MP 1080p Full HD | CCTV Wi-Fi Camera | 360 Degree Coverage| Two Way Talk | Mobile App Connectivity | Night Vision | Cloud & SD,Electronics,Gurugram,North,AGBOOOPREO7W2ZYNMUBO63UNF5LA,2,2490.0,4980.0,3160.99
2025-08-08,Astigo Compatible Remote for Airtel Digital Set Top Box (Pairing Required with TV Remote),Electronics,Bhubaneswar,East,AF2UJQYDINULS75GB476GZ3F5HKA,1,299.0,299.0,218.88
2025-08-08,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers & Accessories,Pune,West,AGEOQQHGNELZNEUKJAJUA7NTPBLA,1,349.0,349.0,213.53
2025-08-08,"Wayona Nylon Braided 3A Lightning to USB A Syncing and Fast Charging Data Cable for iPhone, Ipad (3 FT Pack of 1, Black)",Computers & Accessories,Chennai,South,AFD53TWXXCPJAYQJ7REZPW34AKKQ,1,399.0,399.0,269.59
2025-08-08,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV",Electronics,Pune,West,AFL6U5G4P2KLLZU4HCOXES7ME2CQ,1,279.0,279.0,170.64
